
                            The run.sh command was:                                 
##########################################################################################
#!/bin/bash
#SBATCH --account=k1251
#SBATCH --job-name=pfeast_nc64
#SBATCH --output=./sensTV/64/pfeast_nc_64-%j.out
#SBATCH --error=./sensTV/64/errors/pfeast_nc_64-%j.err
#SBATCH --nodes=1
#SBATCH --time=23:59:00


echo""
echo "                            The run.sh command was:                                 "
echo "##########################################################################################"
cat run_64.sh
echo""

export MKL_NUM_THREADS=32 OMP_NUM_THREADS=32
 
#srun --ntasks=1 --ntasks-per-node=1    ./SCSA_2D2D_dfeast_parallel   -nc 8 --data ../dat_data/img64_Lena64.dat ../dat_data/img64_Lena64.dat  -N 64 -h 0.26 -gm 0.5
srun --ntasks=4 --ntasks-per-node=4  --ntasks-per-socket=2  ./SCSA_2D2D_dfeast_parallel   -nc 8 --data ../dat_data/img64_Lena64.dat ../dat_data/img64_Lena64.dat  -N 64 -h 0.26 -gm 0.5
#srun --ntasks=8 --ntasks-per-node=8  --ntasks-per-socket=4  ./SCSA_2D2D_dfeast_parallel   -nc 8 --data ../dat_data/img64_Lena64.dat ../dat_data/img64_Lena64.dat  -N 64 -h 0.26 -gm 0.5
#srun --ntasks=16 --ntasks-per-node=16  --ntasks-per-socket=8  ./SCSA_2D2D_dfeast_parallel   -nc 8 --data ../dat_data/img64_Lena64.dat ../dat_data/img64_Lena64.dat  -N 64 -h 0.26 -gm 0.5

echo""



Feast 3.0:  image size = 64 X 64  ,   # Sub-Intervals= 4

| Sub-Intervals| 		| -1.09 -- -0.454 -- -0.285 -- -0.138 -- 0 |
| List M0 |   		          | 660 -- 667 -- 675 -- 676 |


Parallel Feast Double

h 	 gm 	 fe 	 Emin 	 Emax 	 M0 	 #cnt 	 ratio 	 Meth 	 eps 	 PSNR0  	 PSNR 	 eig(s) 	 Split(s) 	 Total(s) 	 #iter 	 Nh % 	 info	 store_fact 	 cnvgce_trace_Resdl 	 guess_M0 % 	  Run_Q_M0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 1	1	12	 inf	   50.615	   181.922	   188.969	  371.236	 5	2560	0	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 1	1	12	 inf	   50.615	   401.636	   189.220	  591.105	 9	2560	0	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 1	1	12	 inf	   50.615	   298.131	   189.462	  487.873	 10	2560	0	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 1	2	6	 inf	   50.615	   122.848	   187.400	  310.495	 3	2560	0	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 1	2	6	 inf	   50.615	   88.868	   187.263	  276.394	 3	2560	0	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 1	2	6	 inf	   50.615	   119.259	   187.647	  307.193	 4	2560	0	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 1	2	6	 inf	   50.615	   90.372	   186.851	  277.430	 4	2560	0	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 1	2	12	 inf	   50.615	   170.639	   185.728	  356.575	 4	2560	0	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 1	2	12	 inf	   50.615	   128.337	   188.258	  316.802	 4	2560	0	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 1	2	12	 inf	   50.615	   238.978	   186.309	  425.495	 8	2560	0	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 1	2	12	 inf	   50.615	   170.486	   188.002	  358.713	 9	2560	0	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	0	6	 inf	   50.615	   217.413	   187.449	  405.070	 4	2560	0	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	0	6	 inf	   50.615	   162.661	   186.925	  349.832	 4	2560	0	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	0	6	 inf	   50.615	   314.420	   188.485	  503.151	 6	2560	0	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	0	6	 inf	   50.615	   234.696	   187.524	  422.463	 6	2560	0	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	0	12	 inf	   50.615	   426.498	   186.082	  612.829	 8	2560	0	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	0	12	 inf	   50.615	   323.193	   185.999	  509.496	 8	2560	0	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	0	12	 inf	   50.615	   535.146	   184.820	  720.179	 12	2560	2	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	0	12	 inf	   50.615	   399.853	   186.431	  586.608	 12	2560	2	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	1	6	 inf	   50.616	   568.916	   185.770	  754.955	 14	2560	2	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	1	6	 inf	   50.616	   408.341	   186.778	  595.443	 14	2560	2	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	1	6	 inf	   50.616	   594.696	   186.132	  781.096	 20	2560	8	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	1	6	 inf	   50.616	   416.952	   184.912	  602.071	 20	2560	8	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	1	12	 inf	   50.616	   613.286	   184.713	  798.206	 20	2560	8	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	1	12	 inf	   50.616	   421.629	   185.620	  607.519	 20	2560	8	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	1	12	 inf	   50.616	   621.980	   184.947	  807.141	 20	2560	8	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	1	12	 inf	   50.616	   425.104	   186.545	  611.857	 20	2560	8	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	2	6	 inf	   50.615	   123.401	   186.341	  309.950	 3	2560	0	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	2	6	 inf	   50.615	   90.901	   188.179	  279.336	 3	2560	0	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	2	6	 inf	   50.615	   122.334	   188.581	  311.129	 4	2560	0	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	2	6	 inf	   50.615	   90.665	   187.257	  278.131	 4	2560	0	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	2	12	 inf	   50.615	   174.965	   188.497	  363.673	 4	2560	0	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	2	12	 inf	   50.615	   130.031	   187.447	  317.688	 4	2560	0	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	2	12	 inf	   50.615	   244.272	   188.217	  432.698	 8	2560	0	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  8	 100	2	12	 inf	   50.615	   168.616	   189.487	  358.312	 8	2560	0	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	0	6	 inf	   50.615	   251.619	   188.987	  440.835	 1	2560	0	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	0	6	 inf	   50.615	   175.617	   190.472	  366.412	 1	2560	0	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	0	6	 inf	   50.615	   128.034	   189.019	  317.262	 0	2560	0	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	0	6	 inf	   50.615	   128.456	   190.158	  318.812	 0	2560	0	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	0	12	 inf	   50.615	   379.233	   189.764	  569.247	 2	2560	0	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	0	12	 inf	   50.615	   223.358	   189.086	  412.645	 2	2560	0	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	0	12	 inf	   50.615	   249.554	   187.967	  437.731	 1	2560	0	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	0	12	 inf	   50.615	   210.458	   190.271	  401.051	 1	2560	0	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	1	6	 inf	   50.615	   377.848	   188.238	  566.294	 1	2560	0	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	1	6	 inf	   50.615	   225.820	   191.292	  417.358	 2	2560	0	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	1	6	 inf	   50.615	   198.770	   188.093	  387.070	 1	2560	0	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	1	6	 inf	   50.615	   174.392	   188.959	  363.544	 1	2560	0	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	1	12	 inf	   50.615	   376.453	   189.892	  566.551	 2	2560	0	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	1	12	 inf	   50.615	   222.547	   191.412	  414.164	 2	2560	0	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	1	12	 inf	   50.615	   252.322	   191.218	  443.747	 1	2560	0	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	1	12	 inf	   50.615	   174.235	   191.574	  366.003	 1	2560	0	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	2	6	 inf	   50.615	   251.008	   191.020	  442.235	 1	2560	0	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	2	6	 inf	   50.615	   174.138	   191.004	  365.338	 1	2560	0	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	2	6	 inf	   50.615	   126.352	   190.865	  317.426	 0	2560	0	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	2	6	 inf	   50.615	   128.633	   191.424	  320.254	 0	2560	0	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	2	12	 inf	   50.615	   374.547	   191.194	  565.951	 2	2560	0	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	2	12	 inf	   50.615	   222.863	   191.262	  414.372	 2	2560	0	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	2	12	 inf	   50.615	   251.170	   190.915	  442.294	 1	2560	0	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 1	2	12	 inf	   50.615	   174.560	   191.240	  365.995	 1	2560	0	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	0	6	 inf	   50.615	   255.853	   190.987	  447.089	 1	2560	0	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	0	6	 inf	   50.615	   176.421	   190.818	  367.433	 1	2560	0	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	0	6	 inf	   50.615	   253.114	   191.615	  444.938	 1	2560	0	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	0	6	 inf	   50.615	   174.386	   192.134	  366.716	 1	2560	0	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	0	12	 inf	   50.615	   382.872	   191.999	  575.078	 2	2560	0	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	0	12	 inf	   50.615	   223.179	   191.944	  415.319	 2	2560	0	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	0	12	 inf	   50.615	   377.366	   190.884	  568.456	 2	2560	0	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	0	12	 inf	   50.615	   226.446	   191.459	  418.101	 2	2560	0	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	1	6	 inf	   50.615	   580.975	   191.708	  772.892	 3	2560	0	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	1	6	 inf	   50.615	   311.551	   192.531	  504.418	 3	2560	0	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	1	6	 inf	   50.615	   719.029	   191.242	  910.479	 4	2560	0	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	1	6	 inf	   50.615	   382.147	   191.830	  574.296	 4	2560	0	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	1	12	 inf	   50.615	   913.519	   191.274	  1105.022	 4	2560	0	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	1	12	 inf	   50.615	   460.784	   192.137	  653.205	 4	2560	0	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	1	12	 inf	   50.615	   1313.095	   190.713	  1504.017	 7	2560	0	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	1	12	 inf	   50.615	   655.077	   192.095	  847.507	 7	2560	0	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	2	6	 inf	   50.615	   251.648	   191.126	  442.982	 1	2560	0	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	2	6	 inf	   50.615	   175.139	   192.130	  367.464	 1	2560	0	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	2	6	 inf	   50.615	   128.853	   191.301	  320.361	 0	2560	0	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	2	6	 inf	   50.615	   130.738	   191.601	  322.535	 0	2560	0	1	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	2	12	 inf	   50.615	   380.897	   191.241	  572.348	 2	2560	0	0	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	2	12	 inf	   50.615	   225.170	   191.454	  416.818	 2	2560	0	1	0	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	2	12	 inf	   50.615	   254.225	   190.989	  445.421	 1	2560	0	0	1	0	0
0.260	0.500	1.000	-1.087	-0.454	660	  56	 100	2	12	 inf	   50.615	   175.785	   191.910	  367.890	 1	2560	0	1	1	0	0

